userId	geneSymbol	geneName	entrezgene	score	gLink
AT4G03260	AT4G03260	NA	828003	-0.136039403	https://www.ncbi.nlm.nih.gov/gene/?term=828003
AT4G03340	AT4G03340	NA	827969	-0.146563888	https://www.ncbi.nlm.nih.gov/gene/?term=827969
AT4G03410	AT4G03410	NA	827932	0.547161802	https://www.ncbi.nlm.nih.gov/gene/?term=827932
AT4G03420	AT4G03420	NA	827928	-0.048348469	https://www.ncbi.nlm.nih.gov/gene/?term=827928
AT4G03500	AT4G03500	NA	827731	-1.357960429	https://www.ncbi.nlm.nih.gov/gene/?term=827731
AT4G03565	AT4G03565	NA	825656	1.912606523	https://www.ncbi.nlm.nih.gov/gene/?term=825656
AT4G03566	AT4G03566	ribonuclease H	6240529	-0.801274442	https://www.ncbi.nlm.nih.gov/gene/?term=6240529
AT4G03590	AT4G03590	NA	825659	-0.030078526	https://www.ncbi.nlm.nih.gov/gene/?term=825659
AT4G03610	AT4G03610	NA	825661	0.325901913	https://www.ncbi.nlm.nih.gov/gene/?term=825661
AT4G03620	AT4G03620	NA	825662	-0.04690488800000003	https://www.ncbi.nlm.nih.gov/gene/?term=825662
AT4G03630	AT4G03630	NA	825663	-0.088321994	https://www.ncbi.nlm.nih.gov/gene/?term=825663
AT4G03635	AT4G03635	NA	5008119	2.065429708	https://www.ncbi.nlm.nih.gov/gene/?term=5008119
AT4G03728	AT4G03728	NA	7922540	2.065444814	https://www.ncbi.nlm.nih.gov/gene/?term=7922540
AT4G03820	AT4G03820	NA	825687	0.116256575	https://www.ncbi.nlm.nih.gov/gene/?term=825687
AT4G03830	AT4G03830	NA	825690	0	https://www.ncbi.nlm.nih.gov/gene/?term=825690
AT4G04090	AT4G04090	NA	825720	-0.683690168	https://www.ncbi.nlm.nih.gov/gene/?term=825720
AT4G04190	AT4G04190	NA	825734	-0.004258825	https://www.ncbi.nlm.nih.gov/gene/?term=825734
AT4G04320	AT4G04320	malonyl-CoA decarboxylase family protein	825752	-0.237241104	https://www.ncbi.nlm.nih.gov/gene/?term=825752
AT4G04340	AT4G04340	NA	825754	0.0833144095	https://www.ncbi.nlm.nih.gov/gene/?term=825754
AT4G04370	AT4G04370	NA	825757	-0.072572515	https://www.ncbi.nlm.nih.gov/gene/?term=825757
AT4G04402	AT4G04402	two-component phosphorelay mediator	825765	0.953815289	https://www.ncbi.nlm.nih.gov/gene/?term=825765
AT4G04404	AT4G04404	NA	825766	-1.191190097	https://www.ncbi.nlm.nih.gov/gene/?term=825766
AT4G04460	AT4G04460	NA	825776	1.990678124	https://www.ncbi.nlm.nih.gov/gene/?term=825776
AT4G04480	AT4G04480	NA	825778	-0.659943044	https://www.ncbi.nlm.nih.gov/gene/?term=825778
AT4G04614	AT4G04614	NA	3770064	-0.12974387	https://www.ncbi.nlm.nih.gov/gene/?term=3770064
AT4G04630	AT4G04630	NA	825795	-0.376489626	https://www.ncbi.nlm.nih.gov/gene/?term=825795
AT4G04670	AT4G04670	Met-10+ like family protein / kelch repeat-containing protein	825800	-0.125027092	https://www.ncbi.nlm.nih.gov/gene/?term=825800
AT4G04750	AT4G04750	NA	825811	0.26561508	https://www.ncbi.nlm.nih.gov/gene/?term=825811
AT4G04790	AT4G04790	NA	825816	-0.246392104	https://www.ncbi.nlm.nih.gov/gene/?term=825816
AT4G04880	AT4G04880	adenosine/AMP deaminase family protein	825826	-0.054558293	https://www.ncbi.nlm.nih.gov/gene/?term=825826
AT4G04940	AT4G04940	NA	825833	-0.10136461599999999	https://www.ncbi.nlm.nih.gov/gene/?term=825833
AT4G04960	AT4G04960	NA	825837	-0.17940467200000002	https://www.ncbi.nlm.nih.gov/gene/?term=825837
AT4G04980	AT4G04980	NA	825839	-0.801271773	https://www.ncbi.nlm.nih.gov/gene/?term=825839
AT4G05030	AT4G05030	NA	825845	0.7199705304999999	https://www.ncbi.nlm.nih.gov/gene/?term=825845
AT4G05070	AT4G05070	NA	825849	0.054198626	https://www.ncbi.nlm.nih.gov/gene/?term=825849
AT4G05080	AT4G05080	NA	825852	-1.69613302	https://www.ncbi.nlm.nih.gov/gene/?term=825852
AT4G05090	AT4G05090	NA	825853	0.363819767	https://www.ncbi.nlm.nih.gov/gene/?term=825853
AT4G05095	AT4G05095	NA	825854	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=825854
AT4G05150	AT4G05150	NA	825863	0.114037851	https://www.ncbi.nlm.nih.gov/gene/?term=825863
AT4G05220	AT4G05220	NA	825870	-2.712529291	https://www.ncbi.nlm.nih.gov/gene/?term=825870
AT4G05350	AT4G05350	NA	825883	2.838722803	https://www.ncbi.nlm.nih.gov/gene/?term=825883
AT4G05380	AT4G05380	NA	825886	-0.094829818	https://www.ncbi.nlm.nih.gov/gene/?term=825886
AT4G05400	AT4G05400	NA	825888	-0.3074648095	https://www.ncbi.nlm.nih.gov/gene/?term=825888
AT4G05460	AT4G05460	NA	825896	-0.100381054	https://www.ncbi.nlm.nih.gov/gene/?term=825896
AT4G05497	AT4G05497	NA	830176	0.243116304	https://www.ncbi.nlm.nih.gov/gene/?term=830176
AT4G05523	AT4G05523	NA	825903	1.119817758	https://www.ncbi.nlm.nih.gov/gene/?term=825903
AT4G05540	AT4G05540	NA	825906	-0.512763435	https://www.ncbi.nlm.nih.gov/gene/?term=825906
AT4G05590	AT4G05590	pyruvate carrier-like protein	825927	-0.9329143950000001	https://www.ncbi.nlm.nih.gov/gene/?term=825927
AT4G05620	AT4G05620	NA	825934	-0.315735351	https://www.ncbi.nlm.nih.gov/gene/?term=825934
AT4G06676	AT4G06676	etoposide-induced protein	826112	-0.081490793	https://www.ncbi.nlm.nih.gov/gene/?term=826112
AT4G07390	AT4G07390	NA	826170	-0.016449478	https://www.ncbi.nlm.nih.gov/gene/?term=826170
AT4G07950	AT4G07950	NA	826299	-0.511554083	https://www.ncbi.nlm.nih.gov/gene/?term=826299
AT4G08160	AT4G08160	NA	826365	-1.547132327	https://www.ncbi.nlm.nih.gov/gene/?term=826365
AT4G08210	AT4G08210	NA	826371	0.18115373	https://www.ncbi.nlm.nih.gov/gene/?term=826371
AT4G08230	AT4G08230	NA	826373	0.9005104319999999	https://www.ncbi.nlm.nih.gov/gene/?term=826373
AT4G08240	AT4G08240	NA	826374	0.04294172	https://www.ncbi.nlm.nih.gov/gene/?term=826374
AT4G08280	AT4G08280	NA	826382	-0.623932789	https://www.ncbi.nlm.nih.gov/gene/?term=826382
AT4G08310	AT4G08310	NA	826385	-0.247177057	https://www.ncbi.nlm.nih.gov/gene/?term=826385
AT4G08360	AT4G08360	NA	826392	0.168524354	https://www.ncbi.nlm.nih.gov/gene/?term=826392
AT4G08460	AT4G08460	NA	826405	-0.16554271	https://www.ncbi.nlm.nih.gov/gene/?term=826405
AT4G08510	AT4G08510	NA	826410	-0.074422289	https://www.ncbi.nlm.nih.gov/gene/?term=826410
AT4G08520	AT4G08520	NA	826411	-0.101541741	https://www.ncbi.nlm.nih.gov/gene/?term=826411
AT4G08540	AT4G08540	NA	826413	-0.079372506	https://www.ncbi.nlm.nih.gov/gene/?term=826413
AT4G08550	AT4G08550	electron carrier/ protein disulfide oxidoreductase	826415	-0.225889584	https://www.ncbi.nlm.nih.gov/gene/?term=826415
AT4G08580	AT4G08580	NA	826419	0.004005553500000002	https://www.ncbi.nlm.nih.gov/gene/?term=826419
AT4G08690	AT4G08690	NA	826436	-0.334978444	https://www.ncbi.nlm.nih.gov/gene/?term=826436
AT4G08790	AT4G08790	NA	826449	-0.661313164	https://www.ncbi.nlm.nih.gov/gene/?term=826449
AT4G08850	AT4G08850	NA	826456	-0.784764148	https://www.ncbi.nlm.nih.gov/gene/?term=826456
AT4G08878	AT4G08878	NA	826464	-0.313068098	https://www.ncbi.nlm.nih.gov/gene/?term=826464
AT4G08940	AT4G08940	NA	826472	-0.479475688	https://www.ncbi.nlm.nih.gov/gene/?term=826472
AT4G09040	AT4G09040	NA	826483	-0.290046505	https://www.ncbi.nlm.nih.gov/gene/?term=826483
AT4G09060	AT4G09060	NA	826484	1.423440009	https://www.ncbi.nlm.nih.gov/gene/?term=826484
AT4G09120	AT4G09120	NA	826490	-1.01226603	https://www.ncbi.nlm.nih.gov/gene/?term=826490
AT4G09130	AT4G09130	NA	826491	-0.783095856	https://www.ncbi.nlm.nih.gov/gene/?term=826491
AT4G09150	AT4G09150	NA	826496	0.032565607	https://www.ncbi.nlm.nih.gov/gene/?term=826496
AT4G09160	AT4G09160	NA	826497	-0.415684513	https://www.ncbi.nlm.nih.gov/gene/?term=826497
AT4G09170	AT4G09170	NA	826498	-0.066858213	https://www.ncbi.nlm.nih.gov/gene/?term=826498
AT4G09190	AT4G09190	NA	826500	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=826500
AT4G09360	AT4G09360	NA	826518	-0.801276399	https://www.ncbi.nlm.nih.gov/gene/?term=826518
AT4G09420	AT4G09420	NA	826524	0.160511845	https://www.ncbi.nlm.nih.gov/gene/?term=826524
AT4G09435	AT4G09435	NA	28720071	-1.173307395	https://www.ncbi.nlm.nih.gov/gene/?term=28720071
AT4G09450	AT4G09450	NA	826528	-1.734902918	https://www.ncbi.nlm.nih.gov/gene/?term=826528
AT4G09464	AT4G09464	NA	6241180	0	https://www.ncbi.nlm.nih.gov/gene/?term=6241180
AT4G09520	AT4G09520	NA	826536	-0.629976012	https://www.ncbi.nlm.nih.gov/gene/?term=826536
AT4G09560	AT4G09560	NA	826540	0.209890828	https://www.ncbi.nlm.nih.gov/gene/?term=826540
AT4G09620	AT4G09620	NA	826547	0.443782021	https://www.ncbi.nlm.nih.gov/gene/?term=826547
AT4G09670	AT4G09670	NA	826553	-0.090082182	https://www.ncbi.nlm.nih.gov/gene/?term=826553
AT4G09810	AT4G09810	NA	826570	0.0476812935	https://www.ncbi.nlm.nih.gov/gene/?term=826570
AT4G09830	AT4G09830	nuclear receptor family 2 group C protein	826572	0.009894779	https://www.ncbi.nlm.nih.gov/gene/?term=826572
AT4G09870	AT4G09870	NA	826576	2.071718796	https://www.ncbi.nlm.nih.gov/gene/?term=826576
AT4G09890	AT4G09890	mediator of RNA polymerase II transcription subunit, putative (DUF3511)	826579	0.006771721	https://www.ncbi.nlm.nih.gov/gene/?term=826579
AT4G09970	AT4G09970	NA	826588	-1.436918453	https://www.ncbi.nlm.nih.gov/gene/?term=826588
AT4G10010	AT4G10010	NA	826592	0.372080994	https://www.ncbi.nlm.nih.gov/gene/?term=826592
AT4G10030	AT4G10030	NA	826594	0.217597694	https://www.ncbi.nlm.nih.gov/gene/?term=826594
AT4G10050	AT4G10050	NA	826596	-0.041908457	https://www.ncbi.nlm.nih.gov/gene/?term=826596
AT4G10060	AT4G10060	NA	826597	-0.1264466335	https://www.ncbi.nlm.nih.gov/gene/?term=826597
AT4G10080	AT4G10080	NA	826599	0.609820011	https://www.ncbi.nlm.nih.gov/gene/?term=826599
AT4G10130	AT4G10130	NA	826604	0.073336687	https://www.ncbi.nlm.nih.gov/gene/?term=826604
AT4G10140	AT4G10140	NA	826605	0.234533025	https://www.ncbi.nlm.nih.gov/gene/?term=826605
AT4G10170	AT4G10170	NA	826608	0.1289742955	https://www.ncbi.nlm.nih.gov/gene/?term=826608
AT4G10190	AT4G10190	NA	826610	-2.062689727	https://www.ncbi.nlm.nih.gov/gene/?term=826610
AT4G10265	AT4G10265	NA	826618	0.208243675	https://www.ncbi.nlm.nih.gov/gene/?term=826618
AT4G10270	AT4G10270	NA	826619	-4.391847364	https://www.ncbi.nlm.nih.gov/gene/?term=826619
AT4G10280	AT4G10280	NA	826620	0.145437812	https://www.ncbi.nlm.nih.gov/gene/?term=826620
AT4G10290	AT4G10290	NA	826621	0.07580366	https://www.ncbi.nlm.nih.gov/gene/?term=826621
AT4G10300	AT4G10300	NA	826622	-0.213866169	https://www.ncbi.nlm.nih.gov/gene/?term=826622
AT4G10305	AT4G10305	NA	28720117	2.442990995	https://www.ncbi.nlm.nih.gov/gene/?term=28720117
AT4G10320	AT4G10320	NA	826624	-0.349215508	https://www.ncbi.nlm.nih.gov/gene/?term=826624
AT4G10330	AT4G10330	NA	826625	-0.086273833	https://www.ncbi.nlm.nih.gov/gene/?term=826625
AT4G10360	AT4G10360	NA	826628	-0.021299317999999998	https://www.ncbi.nlm.nih.gov/gene/?term=826628
AT4G10390	AT4G10390	NA	826631	3.030963614	https://www.ncbi.nlm.nih.gov/gene/?term=826631
AT4G10400	AT4G10400	NA	826632	3.265584402	https://www.ncbi.nlm.nih.gov/gene/?term=826632
AT4G10420	AT4G10420	NA	826634	0	https://www.ncbi.nlm.nih.gov/gene/?term=826634
AT4G10430	AT4G10430	NA	826635	-0.05387840599999999	https://www.ncbi.nlm.nih.gov/gene/?term=826635
AT4G10440	AT4G10440	NA	826636	-4.229002991	https://www.ncbi.nlm.nih.gov/gene/?term=826636
AT4G10450	AT4G10450	NA	826637	-0.008544494	https://www.ncbi.nlm.nih.gov/gene/?term=826637
AT4G10480	AT4G10480	NA	826640	0.091896357	https://www.ncbi.nlm.nih.gov/gene/?term=826640
AT4G10500	AT4G10500	NA	826642	-0.306226538	https://www.ncbi.nlm.nih.gov/gene/?term=826642
AT4G10510	AT4G10510	NA	826643	1.012875068	https://www.ncbi.nlm.nih.gov/gene/?term=826643
AT4G10520	AT4G10520	NA	826644	-0.418143694	https://www.ncbi.nlm.nih.gov/gene/?term=826644
AT4G10550	AT4G10550	NA	826647	-2.371167369	https://www.ncbi.nlm.nih.gov/gene/?term=826647
AT4G10600	AT4G10600	NA	826652	-0.494930303	https://www.ncbi.nlm.nih.gov/gene/?term=826652
AT4G10620	AT4G10620	NA	826654	-0.34764736	https://www.ncbi.nlm.nih.gov/gene/?term=826654
AT4G10630	AT4G10630	NA	826655	0.226341234	https://www.ncbi.nlm.nih.gov/gene/?term=826655
AT4G10700	AT4G10700	NA	826664	0	https://www.ncbi.nlm.nih.gov/gene/?term=826664
AT4G10720	AT4G10720	NA	826666	3.518740392	https://www.ncbi.nlm.nih.gov/gene/?term=826666
AT4G10730	AT4G10730	NA	826667	0.344573325	https://www.ncbi.nlm.nih.gov/gene/?term=826667
AT4G10750	AT4G10750	NA	826669	0.451672202	https://www.ncbi.nlm.nih.gov/gene/?term=826669
AT4G10780	AT4G10780	NA	826674	-0.057990689	https://www.ncbi.nlm.nih.gov/gene/?term=826674
AT4G10800	AT4G10800	NA	826676	-1.312178555	https://www.ncbi.nlm.nih.gov/gene/?term=826676
AT4G10810	AT4G10810	NA	826677	-0.397493362	https://www.ncbi.nlm.nih.gov/gene/?term=826677
AT4G10910	AT4G10910	NA	826689	-1.385721148	https://www.ncbi.nlm.nih.gov/gene/?term=826689
AT4G10925	AT4G10925	NA	826691	-0.3002873145	https://www.ncbi.nlm.nih.gov/gene/?term=826691
AT4G10930	AT4G10930	NA	826692	-0.161656772	https://www.ncbi.nlm.nih.gov/gene/?term=826692
AT4G10955	AT4G10955	NA	826695	-0.231465135	https://www.ncbi.nlm.nih.gov/gene/?term=826695
AT4G10970	AT4G10970	NA	826698	0.205048852	https://www.ncbi.nlm.nih.gov/gene/?term=826698
AT4G11000	AT4G11000	NA	826701	-1.298349035	https://www.ncbi.nlm.nih.gov/gene/?term=826701
AT4G11040	AT4G11040	NA	826705	-0.801279718	https://www.ncbi.nlm.nih.gov/gene/?term=826705
AT4G11100	AT4G11100	gelsolin protein	826711	-0.8554422294999999	https://www.ncbi.nlm.nih.gov/gene/?term=826711
AT4G11160	AT4G11160	NA	826717	-0.138899586	https://www.ncbi.nlm.nih.gov/gene/?term=826717
AT4G11175	AT4G11175	NA	826719	-0.10932497	https://www.ncbi.nlm.nih.gov/gene/?term=826719
AT4G11190	AT4G11190	NA	826721	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=826721
AT4G11210	AT4G11210	NA	826723	-0.801276568	https://www.ncbi.nlm.nih.gov/gene/?term=826723
AT4G11270	AT4G11270	NA	826729	-0.6653670315	https://www.ncbi.nlm.nih.gov/gene/?term=826729
AT4G11290	AT4G11290	NA	826731	-1.69613302	https://www.ncbi.nlm.nih.gov/gene/?term=826731
AT4G11310	AT4G11310	NA	826733	-1.838133276	https://www.ncbi.nlm.nih.gov/gene/?term=826733
AT4G11350	AT4G11350	NA	826737	0.5837995945	https://www.ncbi.nlm.nih.gov/gene/?term=826737
AT4G11380	AT4G11380	NA	826741	-0.157945357	https://www.ncbi.nlm.nih.gov/gene/?term=826741
AT4G11450	AT4G11450	bromo-adjacent domain protein, putative (DUF3527)	826749	0.046462283	https://www.ncbi.nlm.nih.gov/gene/?term=826749
AT4G11540	AT4G11540	NA	826758	-0.663523368	https://www.ncbi.nlm.nih.gov/gene/?term=826758
AT4G11547	AT4G11547	NA	28720122	0.003428921	https://www.ncbi.nlm.nih.gov/gene/?term=28720122
AT4G11560	AT4G11560	NA	826760	0.372440883	https://www.ncbi.nlm.nih.gov/gene/?term=826760
AT4G11570	AT4G11570	NA	826761	1.035080765	https://www.ncbi.nlm.nih.gov/gene/?term=826761
AT4G11580	AT4G11580	NA	826762	0.783795482	https://www.ncbi.nlm.nih.gov/gene/?term=826762
AT4G11610	AT4G11610	NA	826766	-0.9741156705	https://www.ncbi.nlm.nih.gov/gene/?term=826766
AT4G11630	AT4G11630	NA	826768	2.357745422	https://www.ncbi.nlm.nih.gov/gene/?term=826768
AT4G11655	AT4G11655	NA	2745700	-0.685097296	https://www.ncbi.nlm.nih.gov/gene/?term=2745700
AT4G11670	AT4G11670	DNA topoisomerase 4 subunit B (DUF810)	826772	0.171433963	https://www.ncbi.nlm.nih.gov/gene/?term=826772
AT4G11680	AT4G11680	NA	826773	0.150984135	https://www.ncbi.nlm.nih.gov/gene/?term=826773
AT4G11790	AT4G11790	NA	826785	-0.173225434	https://www.ncbi.nlm.nih.gov/gene/?term=826785
AT4G11800	AT4G11800	NA	826786	0.323185806	https://www.ncbi.nlm.nih.gov/gene/?term=826786
AT4G11910	AT4G11910	NA	826798	0.040124797	https://www.ncbi.nlm.nih.gov/gene/?term=826798
AT4G11950	AT4G11950	NA	826802	2.065444814	https://www.ncbi.nlm.nih.gov/gene/?term=826802
AT4G11970	AT4G11970	NA	826804	-0.304170214	https://www.ncbi.nlm.nih.gov/gene/?term=826804
AT4G11990	AT4G11990	NA	826806	-0.339349208	https://www.ncbi.nlm.nih.gov/gene/?term=826806
AT4G12000	AT4G12000	NA	826807	-0.03869409	https://www.ncbi.nlm.nih.gov/gene/?term=826807
AT4G12070	AT4G12070	NA	826815	0.354952726	https://www.ncbi.nlm.nih.gov/gene/?term=826815
AT4G12140	AT4G12140	NA	826822	-0.084387274	https://www.ncbi.nlm.nih.gov/gene/?term=826822
AT4G12210	AT4G12210	NA	826829	-1.996541369	https://www.ncbi.nlm.nih.gov/gene/?term=826829
AT4G12230	AT4G12230	NA	826831	-0.025304364	https://www.ncbi.nlm.nih.gov/gene/?term=826831
AT4G12290	AT4G12290	NA	826838	-0.006742672	https://www.ncbi.nlm.nih.gov/gene/?term=826838
AT4G12340	AT4G12340	NA	826843	0.073537957	https://www.ncbi.nlm.nih.gov/gene/?term=826843
AT4G12410	AT4G12410	NA	826850	0.48646155	https://www.ncbi.nlm.nih.gov/gene/?term=826850
AT4G12450	AT4G12450	NA	826857	-1.251340049	https://www.ncbi.nlm.nih.gov/gene/?term=826857
AT4G12490	AT4G12490	NA	826861	-2.756239491	https://www.ncbi.nlm.nih.gov/gene/?term=826861
AT4G12540	AT4G12540	NA	826866	-0.75817942	https://www.ncbi.nlm.nih.gov/gene/?term=826866
AT4G12580	AT4G12580	NA	826871	-1.712455311	https://www.ncbi.nlm.nih.gov/gene/?term=826871
AT4G12590	AT4G12590	ER membrane protein complex subunit-like protein (Protein of unknown function DUF106, transmembrane)	826872	-0.140380825	https://www.ncbi.nlm.nih.gov/gene/?term=826872
AT4G12600	AT4G12600	NA	826873	0.1426254115	https://www.ncbi.nlm.nih.gov/gene/?term=826873
AT4G12640	AT4G12640	NA	826877	0.362938504	https://www.ncbi.nlm.nih.gov/gene/?term=826877
AT4G12650	AT4G12650	NA	826878	0.133921107	https://www.ncbi.nlm.nih.gov/gene/?term=826878
AT4G12680	AT4G12680	NA	826880	4.545369583	https://www.ncbi.nlm.nih.gov/gene/?term=826880
AT4G12760	AT4G12760	RPA-interacting protein A	826888	-0.439529542	https://www.ncbi.nlm.nih.gov/gene/?term=826888
AT4G12770	AT4G12770	NA	826889	0.195992987	https://www.ncbi.nlm.nih.gov/gene/?term=826889
AT4G12790	AT4G12790	NA	826891	0.0597014795	https://www.ncbi.nlm.nih.gov/gene/?term=826891
AT4G12825	AT4G12825	NA	5008135	0.87962578	https://www.ncbi.nlm.nih.gov/gene/?term=5008135
AT4G12840	AT4G12840	GTPase Der (DUF707)	826896	0.469539382	https://www.ncbi.nlm.nih.gov/gene/?term=826896
AT4G12850	AT4G12850	NA	826897	-1.86260217	https://www.ncbi.nlm.nih.gov/gene/?term=826897
AT4G12870	AT4G12870	NA	826899	1.122273864	https://www.ncbi.nlm.nih.gov/gene/?term=826899
AT4G12890	AT4G12890	NA	826901	1.122280159	https://www.ncbi.nlm.nih.gov/gene/?term=826901
AT4G13040	AT4G13040	NA	826918	-0.001550268	https://www.ncbi.nlm.nih.gov/gene/?term=826918
AT4G13050	AT4G13050	Acyl-ACP thioesterase	826919	-0.362554945	https://www.ncbi.nlm.nih.gov/gene/?term=826919
AT4G13060	AT4G13060	NA	826920	-1.4966539	https://www.ncbi.nlm.nih.gov/gene/?term=826920
AT4G13110	AT4G13110	NA	826925	0.24624623	https://www.ncbi.nlm.nih.gov/gene/?term=826925
AT4G13150	AT4G13150	NA	826929	-0.470554932	https://www.ncbi.nlm.nih.gov/gene/?term=826929
AT4G13170	AT4G13170	NA	826931	-0.229305739	https://www.ncbi.nlm.nih.gov/gene/?term=826931
AT4G13180	AT4G13180	NA	826932	0.152217023	https://www.ncbi.nlm.nih.gov/gene/?term=826932
AT4G13190	AT4G13190	NA	826933	-0.555712417	https://www.ncbi.nlm.nih.gov/gene/?term=826933
AT4G13200	AT4G13200	NA	826935	0.015356252	https://www.ncbi.nlm.nih.gov/gene/?term=826935
AT4G13210	AT4G13210	NA	826936	-0.01295217	https://www.ncbi.nlm.nih.gov/gene/?term=826936
AT4G13220	AT4G13220	NA	826938	-0.320758256	https://www.ncbi.nlm.nih.gov/gene/?term=826938
AT4G13230	AT4G13230	NA	826939	0.399295874	https://www.ncbi.nlm.nih.gov/gene/?term=826939
AT4G13330	AT4G13330	NA	826963	-0.3368261475	https://www.ncbi.nlm.nih.gov/gene/?term=826963
AT4G13400	AT4G13400	NA	826971	0.033464375000000005	https://www.ncbi.nlm.nih.gov/gene/?term=826971
AT4G13440	AT4G13440	NA	826976	-0.536828888	https://www.ncbi.nlm.nih.gov/gene/?term=826976
AT4G13500	AT4G13500	NA	826982	1.118986348	https://www.ncbi.nlm.nih.gov/gene/?term=826982
AT4G13540	AT4G13540	NA	826986	1.815477628	https://www.ncbi.nlm.nih.gov/gene/?term=826986
AT4G13550	AT4G13550	putative triglyceride lipase	826988	0.153053022	https://www.ncbi.nlm.nih.gov/gene/?term=826988
AT4G13580	AT4G13580	NA	826991	-3.574653661	https://www.ncbi.nlm.nih.gov/gene/?term=826991
AT4G13590	AT4G13590	NA	826992	0.34798165	https://www.ncbi.nlm.nih.gov/gene/?term=826992
AT4G13615	AT4G13615	NA	826995	-0.076616733	https://www.ncbi.nlm.nih.gov/gene/?term=826995
AT4G13620	AT4G13620	NA	826996	1.683339309	https://www.ncbi.nlm.nih.gov/gene/?term=826996
AT4G13630	AT4G13630	NA	826997	0.158400854	https://www.ncbi.nlm.nih.gov/gene/?term=826997
AT4G13680	AT4G13680	NA	827002	0	https://www.ncbi.nlm.nih.gov/gene/?term=827002
AT4G13690	AT4G13690	NA	827003	-0.262370481	https://www.ncbi.nlm.nih.gov/gene/?term=827003
AT4G13710	AT4G13710	NA	827005	-0.186763936	https://www.ncbi.nlm.nih.gov/gene/?term=827005
AT4G13730	AT4G13730	NA	827007	0.320931507	https://www.ncbi.nlm.nih.gov/gene/?term=827007
AT4G13760	AT4G13760	NA	827010	0.329396048	https://www.ncbi.nlm.nih.gov/gene/?term=827010
AT4G13780	AT4G13780	methionine-tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS	827012	0.046643252	https://www.ncbi.nlm.nih.gov/gene/?term=827012
AT4G13790	AT4G13790	NA	827013	1.400817998	https://www.ncbi.nlm.nih.gov/gene/?term=827013
AT4G13840	AT4G13840	NA	827018	0.003857597	https://www.ncbi.nlm.nih.gov/gene/?term=827018
AT4G13960	AT4G13960	NA	827030	-0.085735376	https://www.ncbi.nlm.nih.gov/gene/?term=827030
AT4G13970	AT4G13970	NA	827032	-0.393824918	https://www.ncbi.nlm.nih.gov/gene/?term=827032
AT4G13990	AT4G13990	NA	827035	0.3550434085	https://www.ncbi.nlm.nih.gov/gene/?term=827035
AT4G14000	AT4G14000	NA	827036	0.04962189	https://www.ncbi.nlm.nih.gov/gene/?term=827036
AT4G14020	AT4G14020	NA	827038	-0.235728599	https://www.ncbi.nlm.nih.gov/gene/?term=827038
AT4G14050	AT4G14050	NA	827041	-0.397027401	https://www.ncbi.nlm.nih.gov/gene/?term=827041
AT4G14090	AT4G14090	NA	827046	-1.382207668	https://www.ncbi.nlm.nih.gov/gene/?term=827046
AT4G14145	AT4G14145	cytochrome C oxidase assembly protein	827053	-0.170174036	https://www.ncbi.nlm.nih.gov/gene/?term=827053
AT4G14200	AT4G14200	NA	827060	-0.422921092	https://www.ncbi.nlm.nih.gov/gene/?term=827060
AT4G14225	AT4G14225	NA	827063	-2.898224661	https://www.ncbi.nlm.nih.gov/gene/?term=827063
AT4G14240	AT4G14240	NA	827065	0.028508655999999993	https://www.ncbi.nlm.nih.gov/gene/?term=827065
AT4G14270	AT4G14270	NA	827068	0.2201971645	https://www.ncbi.nlm.nih.gov/gene/?term=827068
AT4G14290	AT4G14290	NA	827070	-0.340157557	https://www.ncbi.nlm.nih.gov/gene/?term=827070
AT4G14301	AT4G14301	NA	6240440	0	https://www.ncbi.nlm.nih.gov/gene/?term=6240440
AT4G14310	AT4G14310	NA	827072	-0.47974766950000003	https://www.ncbi.nlm.nih.gov/gene/?term=827072
AT4G14320	AT4G14320	NA	827074	0.052793931	https://www.ncbi.nlm.nih.gov/gene/?term=827074
AT4G14330	AT4G14330	NA	827075	-0.279247347	https://www.ncbi.nlm.nih.gov/gene/?term=827075
AT4G14342	AT4G14342	NA	827077	-0.0921642305	https://www.ncbi.nlm.nih.gov/gene/?term=827077
AT4G14350	AT4G14350	NA	827078	0.077116538	https://www.ncbi.nlm.nih.gov/gene/?term=827078
AT4G14368	AT4G14368	NA	7922506	-0.8012611825	https://www.ncbi.nlm.nih.gov/gene/?term=7922506
AT4G14380	AT4G14380	NA	827082	-0.40767846	https://www.ncbi.nlm.nih.gov/gene/?term=827082
AT4G14385	AT4G14385	histone acetyltransferase subunit NuA4-domain protein	827083	-0.046211849	https://www.ncbi.nlm.nih.gov/gene/?term=827083
AT4G14450	AT4G14450	NA	827090	-0.595828803	https://www.ncbi.nlm.nih.gov/gene/?term=827090
AT4G14480	AT4G14480	NA	827095	-0.212665478	https://www.ncbi.nlm.nih.gov/gene/?term=827095
AT4G14500	AT4G14500	NA	827097	0.886939731	https://www.ncbi.nlm.nih.gov/gene/?term=827097
AT4G14520	AT4G14520	DNA-directed RNA polymerase II-like protein	827099	-0.015150433500000001	https://www.ncbi.nlm.nih.gov/gene/?term=827099
AT4G14600	AT4G14600	NA	827108	0.624692567	https://www.ncbi.nlm.nih.gov/gene/?term=827108
